gene	TAM 1	TAM 2	prol. TAM6	prol. TAM13	DC1	DC2	DC3	DC4	Monocytes	T cells	Regulatory T cells	NK cells	B cells	plasma B cells	Mast cells
Fhod1	0	0	0	0	0.071050232	0	0	0.020602328	0.226700631	0.065648389	0	0.065813111	0.066535	0.024725011	0
Rb1cc1	0	0	0	0	0.092250129	0	0	0	0	0	0.28953494	0	0	0	0
Necap1	0	0	0	0	0.058536101	0	0.051120976	0.08974943	0.219290883	0.072055522	0.079583193	0.069105267	0	0.081790185	0
Sec24a	0	0	0	0	0.088319553	0	0.064228362	0	0	0	0.22380561	0	0.221209496	0.402621168	0
Sulf2	0	0	0	0	0.088797755	0.272527834	0	0.022477673	0	0.042372046	0.03688366	0.462143948	0.049791173	0.018553683	0.038098838
Abl1	0	0	0	0	0.082108624	0	0.06879379	0	0	0.092400833	0	0	0.056719252	0.024745551	0
Orai2	0	0	0	0	0.085105289	0	0	0.244668579	0	0	0	0	0.085163302	0.038530463	0
Scly	0	0	0	0	0.077832476	0	0	0	0	0	0.247922982	0	0	0.062685747	0
Trp53i13	0	0	0	0	0.090714226	0	0.070613128	0.241933544	0	0.206105343	0.247022451	0	0.078577274	0.07004471	0.262971699
Spen	0	0	0	0	0.081500578	0	0	0	0	0	0	0	0	0.070336777	0.076769831
Gga2	0	0	0	0	0.063285678	0	0.792111837	0.064893058	0.081584895	0.029695765	0.042995849	0.023595424	0.544037727	0.049099882	0
Wdr44	0	0	0	0	0.083223665	0	0.070465641	0.08894558	0	0	0	0	0	0.072533446	0.079189867
BC004004	0	0	0	0	0.453842452	0	0.440730136	0.90408662	0	0.488546448	0	0	0	0	0
Rdh14	0	0	0	0	0.09587827	0	0	0.264554253	0	0	0	0	0	0	0
Dusp12	0	0	0	0	0.068070245	0	0.05911173	0.067199625	0	0	0	0	0	0.046473287	0
Ubxn8	0	0	0	0	0.083553202	0.085909298	0	0.245543236	0	0	0.267508816	0	0	0.086266149	0
Dexi	0	0	0	0	0.057303042	0	0.321896279	0	0	0	0.209407122	0	0	0.067715793	0
Ifih1	0	0	0	0	0.438292922	0.925107826	0	0.421884012	1.6166858	0.479535115	0.457565777	0.260374587	0.214589135	0.076516403	0.318847047
Sra1	0	0	0	0	0.763072334	0	0	0	1.344177408	0	0	0	0.763856553	0.426033281	0
Nras	0	0	0	0	0.373718354	0	0.741237384	0	0	0	0	0	0.382597552	0.199920056	0.392353075
Rabif	0	0	0	0	0.092523885	0.085205694	0	0	0	0	0.274429878	0.249141903	0	0.089562064	0
Ash1l	0	0	0	0	0.31613761	0	0.911198274	0.658882162	0	0	0.704613512	0	0.72765229	0.241564515	0.324900119
Nipbl	0	0	0	0	0.396326207	0	0	0.765931507	0	0	0.745027012	0	0	0.263352678	0
Ttc1	0	0	0	0	0.350485018	0	0	0	0	0	0	0	0	0.203803834	0
Dok1	0	0	0	0	0.316435615	0	1.829690602	0.349263649	0	0.288011302	0	0.325673882	0	0.111019892	0.341360234
Tatdn2	0	0	0	0	0.084591442	0	0.081816306	0	0	0	0	0	0	0.049226796	0
Gm7676	0	0	0	0	0.099261859	0.431818259	0.095621601	0.016570595	0.608574712	0.088367993	0.029143451	0.028934759	0.068089887	0.030018756	0
Tmem19	0	0	0	0	0.105788354	0	0.710426641	0	0	0	0	0	0	0.087274743	0
Oxr1	0	0	0	0	0.073438578	0	0.046202504	0	0	0	0.280890938	0	0	0	0.269946578
Zfp281	0	0	0	0	0.127764724	0.105241922	0	0	0	0	0.434829614	0	0	0.073739669	0
Klf10	0	0	0	0	0.102698928	0	0.023128491	0.055937844	0.400700108	0.115273348	0	0	0.082111349	0.028713914	0
Rab24	0	0	0	0	0.426071977	0.862559648	0.24997324	1.078723896	0	0.445239261	0	0.365355257	0.4215819	0.165752656	0.42135341
Tecr	0	0	0	0	0.84676506	0	0.843479283	0	0.828988303	1.475493299	2.026671716	0	0	0.807088428	0
Bod1l	0	0	0	0	0.424965378	0	0	0.784140924	0	0.727864293	0.916525457	0	0	0.271167772	0
Wbp2	0	0	0	0	0.400400513	0	0	0.795450236	0	0	0	0	0	0.278067098	0
Yeats4	0	0	0	0	0.401364177	0	0	0	0	0	0	0	0.886870284	0.200707473	0
Spin1	0	0	0	0	0.110368798	0	0.263798186	0.531919154	0	0	0.509253267	0	0	0.077508098	0
Irak2	0	0	0	0	0.111367528	0	0.078709328	0.094479335	0.438982893	0.105556457	0.152267733	0	0	0.031564992	0.088972123
Zfp120	0	0	0	0	0.095439168	0	0	0	0	0	0	0	0	0.045165233	0
Htatip2	0	0	0	0	0.282687852	0.29124535	0	0	0	0	0.698075795	0	0.218720284	0	0
Gch1	0	0	0	0	0.294539076	0.680458549	0	0.101125009	0.969945471	0.269143324	0.243316168	0.160178636	0.172132668	0.040829893	1.916421395
Tmod3	0	0	0	0	0.262106473	0	0.581739409	0	0.567505235	0	0	0.583176482	0	0.095635653	0
Bcl10	0	0	0	0	0.446031474	0	0	0	0.968618938	0	0	0	0	0.370135931	0
Kif21b	0	0	0	0	0.129060302	0.139693329	0.67991796	0	0.139932384	0	0	0	0	0.066615222	0.120779843
Naa60	0	0	0	0	0.139997228	0	0	0	0	0	0	0.138234846	0.136721429	0.077537265	0.145080227
Helz2	0	0	0	0	0.106040061	0	0.550553653	0	0	0	0	0	0.441818492	0	0.139239742
Tusc2	0	0	0	0	0.131979761	0	0.131314705	0	0	0	0	0	0	0	0
Tbk1	0	0	0	0	0.134816781	0.130518967	0	0	0.317055152	0	0	0	0	0.085163804	0
Sh3glb2	0	0	0	0	0.140424311	0	0.08308959	0.135379882	0	0	0.345343265	0	0	0.093146879	0
Sp3	0	0	0	0	0.176602597	0	0.168591846	0.552209729	0	0	0.420614986	0	0	0	0
Pias4	0	0	0	0	0.142314385	0	0	0	0	0	0	0	0.327940724	0.096387604	0
Jkamp	0	0	0	0	0.167952259	0	0.150821787	0	0	0	0	0	0	0.140153877	0
Parp10	0	0	0	0	0.153737277	0	0	0.122350525	0.510565768	0	0	0	0.109423669	0.086790386	0.154978846
Sp3os	0	0	0	0	0.125407576	0.152779758	0	0	0	0	0.374850058	0	0.398820087	0	0
Htra2	0	0	0	0	0.178430431	0	1.389871635	0.162608916	0	0.158224411	0	0.164578985	0	0	0
Zfp560	0	0	0	0	0.130334773	0	0.173491925	0	0.155159431	0.384397956	0.450207676	0.404042159	0	0	0
Rbm28	0	0	0	0	0.212714661	0	0.142709505	0	0	0	0.526226745	0	0	0.177735429	0
Ypel5	0	0	0	0	0.169859186	0	0	0	0.434703373	0	0	0	0.200652146	0.095938946	0
Vwa5a	0	0	0	0	0.266993984	0	1.980925096	0.143018998	0	0.134683175	0.101590821	0.138481954	0.13213979	0.04127816	1.377610635
Skil	0	0	0	0	0.661506929	0	0.693820589	0	1.397736191	0.60402205	1.265613688	0.638346851	0	0.584391472	0
Rab9	0	0	0	0	0.263263213	0	1.376778961	0	0.69206024	0.289437754	0	0.284451489	0	0.212654554	0.298529695
Il3ra	0	0	0	0	0.185561811	0	0	0	0.574815768	0.188786959	0.61613225	0	0.165639566	0.14430088	0.442600834
Tcof1	0	0	0	0	0.36069404	0	0.238435199	0	0	0.721939381	0.740356676	0	0.839561856	0.202796098	0.309888037
Cab39	0	0	0	0	0.281560195	0	0	0.35443107	0	0.667462429	0.855257512	0.660336295	0.355004583	0.178376166	0
Fli1	0	0	0	0	0.281624852	0.289108822	0.033289043	0	0	0.609899088	0.685097065	0.817600187	0	0.302750423	0
Stk10	0	0	0	0	0.156614773	0	0.054739285	0.088066771	0	0.395364881	0.4481745	0	0	0.037595576	0.153063881
Irf2	0	0	0	0	0.54921079	0	0	0	1.519340425	0	0	0	1.199801409	0.394383211	0.395444051
Rnf114	0	0	0	0	0.653764199	1.158874139	1.701121054	0	1.229361232	0	0	0	0	0.286274847	0.59573974
Pofut2	0	0	0	0	0.238920664	0	0.211526838	0	0.474003568	0	0	0.216789499	0.233081785	0.214336045	0
Tpst2	0	0	0	0	0.511709622	0.186979433	0.313522406	0.48614998	0	0	0	0	0.52242238	0.564001473	0.309732477
Snhg12	0	0	0	0	0.339648318	0.346418991	0	0.115897599	0	0	0	0	0.986537424	0.116580717	0.279466774
Atg5	0	0	0	0	0.242626179	0.27713154	0	0.599866567	0	0	0	0	0	0.261843087	0.24892087
Trim25	0	0	0	0	0.249253217	0	0.561143068	0	0	0	0	0.22877347	0	0.211087966	0.175425769
Uba1	0	0	0	0	0.370709894	0	0	0	0	0	1.100633291	0	0.399916847	0.273337228	0.423780718
Alkbh5	0	0	0	0	0.213570925	0	0.247115921	0	0	0	0.5252897	0	0	0.234075303	0
Mkln1	0	0	0	0	0.345685273	0	0.85295048	0	0	0	0.685315641	0	0	0.179307155	0.311483796
Tlcd2	0	0	0	0	0.096598841	0	0	0.258943646	0	0	0	0	0	0	0
Smap1	0	0	0	0	0.50707326	0	0	0.525746014	0	0	0	0	0.504847378	0.45410138	0
Emc10	0	0	0	0	0.709036402	0	0.60600652	1.594018949	0	0	0	0	0	0.653810951	0
2510039O18Rik	0	0	0	0	0.201945028	0	0	0	0	0	0	0	0.200114285	0.089988305	0
Ppp3ca	0	0	0	0	0.40777597	0	0.13242879	0	0	0	0	0	1.586067261	0.330685899	0.818504728
Ube2r2	0	0	0	0	0.422372223	0	0	0	0	0	0	0	0.43814655	0.183374286	0
Galk2	0	0	0	0	0.165474764	0	0	0	0	0	0	0	0	0.107122493	0
N6amt2	0	0	0	0	0.216656989	0	0.162741691	0	0	0	0.567195067	0	0.148744533	0.112067318	0
Gm42418	0	0	0	0	2.084649271	0	3.946485647	0	3.586135337	2.008036388	3.523358025	2.036599336	0	1.710146716	1.98432665
Dpcd	0	0	0	0	0.336700161	0	0.24128818	0.256591727	0.34415155	0.713430437	0.712740831	0	0.267665101	0.134479738	0
BC005561	0	0	0	0	0.12661883	0	0	0	0	0	0.132462316	0	0	0	0.140409905
Toporsos	0	0	0	0	0.238036945	0	0.24686413	0	0	0.515873451	0	0	0.506211561	0.182143471	0
BC003331	0	0	0	0	0.147069603	0	0.152371873	0	0	0.164174862	0	0	0.113652527	0	0
Fam134c	0	0	0	0	0.073831397	0	0	0.249956866	0	0	0	0	0	0.04889083	0
Gm13157	0	0	0	0	0.120743558	0	0.418270402	0.271935735	0	0	0	0	0	0.054190578	0
2210013O21Rik	0	0	0	0	0.23217067	0	0	0.129777913	0	0	0	0	0.198877966	0.060861776	0
Ffar2	0	0	0	0	0	1.21792002	0	0	0	0	0	0	0	0	0
Epcam	0	0	0	0	0	1.202272122	0	0.711726377	0	0	0	0	0	0.411189789	0
Ifitm6	0	0	0	0	0	1.560362422	0	0	1.860526026	0	0	0	0	0	0
Il1r2	0	0	0	0	0	1.297627797	0	0	0.373392249	0	0.875539868	0	0	0	0
Rgs12	0	0	0	0	0	0.635826069	0.597193276	0	0	0	0	0	0	0	0.600503833
Cdh1	0	0	0	0	0	0.726921296	0	0.72389221	0	0	0	0	0	0	0
Ctnnd2	0	0	0	0	0	0.371693708	0	0	0	0	0	0	0	0	0
Bcl11a	0	0	0	0	0	0.762855506	0	4.282774658	0	0	0	0	1.147286345	0	0
Spns3	0	0	0	0	0	0.429435017	0	0.705182071	0	0	0	0	0	0	0
Ap1s2	0	0	0	0	0	1.571115877	0.255533897	0.123179934	0.791135753	0.307721684	0.253735331	0.177787055	0.353003581	0.078431271	0.255001424
Knop1	0	0	0	0	0	1.440277852	0.81273487	0.371595537	0	0.433242399	0.442390615	0	0.352605545	0.29998324	0.426919052
Dcstamp	0	0	0	0	0	0.288030234	0	0	0	0	0	0	0	0	0
Ppp1r1a	0	0	0	0	0	0.333044789	0	0	0	0	0	0	0	0	0
Clec10a	0	0	0	0	0	0.674076027	0	2.941772632	0	0	0	0	0	0	0
Sepw1	0	0	0	0	0	4.142458822	4.241556016	0	0	0	0	4.002504418	0	3.8320652	0
Mpc1	0	0	0	0	0	3.099296797	4.020495279	2.53507303	0	1.074396391	1.144986191	1.074187593	1.399824179	0.705772865	1.361148705
Mfge8	0	0	0	0	0	0.338414724	0	0	0	0	0	0	0	0	0.243567868
Bex6	0	0	0	0	0	0.236344108	0	0	0	0	0	0	0	0	0
Cox7a2l	0	0	0	0	0	6.432049125	0	0	0	5.967202119	0	0	0	1.600379457	0
Cd209a	0	0	0	0	0	1.077750494	0	0	0	0	0	0	0	0	0
Pira2	0	0	0	0	0	0.383021208	0.435342556	0	0.438496375	0	0	0	0	0	0
Coq10b	0	0	0	0	0	0.834277337	0.772086987	0.210632952	0.633998652	0	0	0	0	0.145580884	0.173526971
Nccrp1	0	0	0	0	0	0.154742264	0	0	0	0	0	0	0	0	0
N4bp3	0	0	0	0	0	0.231289455	0	0.949444558	0	0	0	0	0	0	0
Sec61b	0	0	0	0	0	7.453865581	0	14.48440898	0	0	0	0	0	12.53395008	0
Snx20	0	0	0	0	0	1.63481849	1.769399491	0.537994535	1.340663998	0.309935149	0	0.1920733	0.515168059	0.435296566	0.298573915
Arl10	0	0	0	0	0	0.318360428	0.33157176	0	0	0.063595238	0.053888935	0	0	0.023736372	0.047218046
Eml3	0	0	0	0	0	0.338153848	0	0	0	0	0	0	0	0	0
Sesn2	0	0	0	0	0	0.315341805	0	0	0	0	0	0	0	0	0
Pram1	0	0	0	0	0	0.177382551	0	0	0	0	0	0	0	0	0
Tpm3	0	0	0	0	0	4.908634834	5.807622355	2.970067326	0	0	0	0	2.843795385	0.885699926	0
Emc6	0	0	0	0	0	1.556009929	0.624867775	0	0	0	0	0	0	0.48055288	0
Smim5	0	0	0	0	0	0.232749259	0	5.492220599	0	0	0	0	0	0	0
Timm10b	0	0	0	0	0	2.153551108	0.681082918	0	1.863375782	1.020758132	0	0.937146263	0.969907814	0.809383849	0
Zfp106	0	0	0	0	0	0.769026967	0	0	0	0.293944705	0	0.309089903	0	0.214460481	0
Rps6ka4	0	0	0	0	0	0.458643997	0	0	0	0	0	0.14205506	0.11385284	0.030509591	0
Svbp	0	0	0	0	0	1.204531727	0.727083408	7.720479021	2.971680467	1.227267862	0	1.2216958	1.412853719	0.365815299	1.129293831
Eci2	0	0	0	0	0	0.873165124	0.349458296	0.708125998	0.364203447	0	0	0	0.285876304	0.184978332	0
Gm15987	0	0	0	0	0	0.15949962	0	0	0	0	0	0	0.661181809	0.199528333	0
Snap23	0	0	0	0	0	1.07917557	1.424722665	0.455262615	0.983990276	0.234093734	0.280082748	0.442040635	0.460813166	0.130994442	0
Kdr	0	0	0	0	0	0.422377885	0	1.17719436	0	0	0	0	0	0	0
Ccdc28b	0	0	0	0	0	0.426705521	0.52777842	0	0	0.138806228	0.119746326	0.062771959	0	0.086918131	0.115312868
Med13l	0	0	0	0	0	0.454995005	0.367815125	0	0	0	0	0	0	0.075692785	0
Polr2e	0	0	0	0	0	1.415386534	1.442706897	0	0	0	0	1.440844811	0	0.513196448	0
Irf9	0	0	0	0	0	0.821868874	0	0.937463396	0.779628762	0	0	0	0	0.26023331	0.349655479
Actr1b	0	0	0	0	0	0.410291635	0.149555065	0	0	0	0	0	0.162031362	0.110804984	0.127342588
Rnd3	0	0	0	0	0	0.186786078	0	0.429562131	0	0	0	0	0	0	0
Sdccag8	0	0	0	0	0	0.347308499	0.320714954	0	0	0.112267422	0	0	0	0.047200386	0
Cep57l1	0	0	0	0	0	0.191930266	0	0	0	0	0.278224639	0	0	0	0
A530064D06Rik	0	0	0	0	0	0.223961512	0	0.255362747	0	0	0	0	0	0	0
Taok3	0	0	0	0	0	1.265101853	0	0	0	0.508399422	0	0.472505746	0	0.32953072	0
Cmtm7	0	0	0	0	0	1.687154049	0.777625305	3.628489519	3.557445874	1.656487727	6.502349805	1.168178735	1.673194979	0.998708714	4.395985971
Ggt5	0	0	0	0	0	0.170409191	0	0	0	0	0	0	0	0	0
Nr2c2ap	0	0	0	0	0	0.697956169	0.2942592	1.169008531	0	0	0.270948485	0.287446558	0	0.235588624	0.23330304
Camkk1	0	0	0	0	0	0.143316136	0	0	0	0	0	0	0	0	0
Tnfaip8	0	0	0	0	0	1.924850539	3.193142061	1.897636607	0	0	1.864258145	0.469533484	0	0.287727369	2.297813679
Phf11b	0	0	0	0	0	3.983348511	3.498779593	0	4.60995887	0	0	1.501510544	1.703919467	0.323436627	0.650331163
Zbtb18	0	0	0	0	0	0.346292502	0.781901726	0.257313387	0	0.022982411	0.02338211	0.032057566	0.269237433	0.016796778	0.037963945
Tnfsf9	0	0	0	0	0	0.322364303	0.534784923	0	0	0	0	0	0	0	0
Hivep2	0	0	0	0	0	0.477281519	0.168747375	0.016348215	0	0	0	0	0	0.03397028	0
Ube2f	0	0	0	0	0	1.010825802	1.10753041	0	1.031124501	0.420321202	0	0.410202152	0.419006006	0.196222562	0
Hint2	0	0	0	0	0	0.915143769	0	0.91068625	0.458031435	0	0	0	0	0.219980668	0.910253985
Irf4	0	0	0	0	0	0.16129524	0	0	0	0	0.260630775	0	0.28110745	0.625117465	0
Cd200r1	0	0	0	0	0	0.284244621	0	0.304608531	0	0	0.324526607	0	0	0	0.535045168
Sdhb	0	0	0	0	0	1.560183595	1.181066404	0	0	0	0	1.60241503	1.221043903	1.126321143	0
Mfsd6	0	0	0	0	0	0.164713615	0.275626042	0	0	0	0	0	0	0	0
Mvp	0	0	0	0	0	0.897335715	2.274510515	0	1.060333564	0.248725576	0	0.282229164	0.278018684	0.20342224	0.313068391
Nrros	0	0	0	0	0	0.883917649	0	0	1.255336369	0.192396351	0.261366224	0.245375648	0.442726532	0.126654155	0
Eml4	0	0	0	0	0	0.458608611	0.163267594	0.596036268	0	0	0	0.453813607	0.622977996	0.086488008	0.16938911
Slc30a4	0	0	0	0	0	0.148587035	0	0	0	0	0	0	0	0	0
Lactb	0	0	0	0	0	0.577032472	3.881075482	0	0	0.172982276	0.171542903	0.181585572	0	0.062330246	0.1363826
Gosr2	0	0	0	0	0	0.776155473	1.301185176	0	0	0	0	0.293404833	0.284947331	0	0.294972698
Orai1	0	0	0	0	0	1.080955779	0	0.401970777	0.957852369	0.471284994	0	0.302586725	0.213346072	0.153687095	0.241545269
Ccdc50	0	0	0	0	0	0.739115913	1.882992324	0	0	0	0.296608505	0	0.811316583	0.131568809	0
Rnf34	0	0	0	0	0	0.70384199	0	0.611140995	0.938237063	0.248466414	0.239669967	0	0.26136508	0.137629701	0.25139304
Vopp1	0	0	0	0	0	0.170803096	0.579019084	0	0	0	0	0	0	0	0
Cyb5r3	0	0	0	0	0	0.786159633	0	0	0	0.293974064	0.362135174	0	0.354786604	0.199333521	0
Phlda1	0	0	0	0	0	0.05571998	0.054508857	0.025053569	0	0	1.168369098	0.096392213	0.055428558	0.03425037	0
Pik3r6	0	0	0	0	0	0.247182809	0.324637625	0	0.218990886	0.006524155	0	0	0	0	0
Il4i1	0	0	0	0	0	0.594271219	4.786109824	0	0	0	0	0	0.338307484	0	0
Asnsd1	0	0	0	0	0	0.664860471	0	0	0	0	0	0	0	0.1813062	0
Klf6	0	0	0	0	0	1.974292184	9.874480415	1.341136457	3.550069193	0	0	1.860577974	1.368736881	0.81377234	3.959369124
B430306N03Rik	0	0	0	0	0	0.301704632	0	0	0.314409807	0.02112539	0	0.015811591	0	0	0
Hes6	0	0	0	0	0	0.459983999	0	0.647930032	0	0	0	0.417850717	0	0.143910433	0
Suv420h2	0	0	0	0	0	0.148175169	0	0	0	0	0	0	0	0	0
Sgpp1	0	0	0	0	0	0.330131242	0.080392059	0.394228622	0	0	0	0	0	0.081693224	0.068291642
Ascc1	0	0	0	0	0	0.357309848	0	0	0	0	0	0	0	0.107848123	0
Rpl7l1	0	0	0	0	0	0.864283091	0	0	0	0.469537245	0	0.450621035	0	0.193085475	0
Pdrg1	0	0	0	0	0	0.659885487	0.891018772	0	0	0.641698635	0	0.682061547	0	0.278095476	0.678171339
Ctage5	0	0	0	0	0	0.696562725	0.304099684	0	0	0.343607852	0	0.346178405	0	0.309444933	0.361473461
Mink1	0	0	0	0	0	0.200086216	0.35276405	0	0	0	0	0	0	0	0
Slc4a7	0	0	0	0	0	0.267685874	0.029699406	0.085470495	0	0	0	0.095182903	0.321007544	0.078146977	0
Txndc17	0	0	0	0	0	1.656341476	12.67902158	1.514269725	0	1.615718241	0	1.481404946	1.102564827	1.048528325	1.774333129
Nbeal2	0	0	0	0	0	0.188728262	0	0	0	0	0	0	0	0	0.20433425
Pts	0	0	0	0	0	0.684298455	0.319903687	0	0	0	0	0	0	0.160503268	0
Setd2	0	0	0	0	0	0.498643528	0.625302759	0.760311342	0	0	0	0	0.512683178	0.051241669	0.217331758
Ccdc122	0	0	0	0	0	0.217413426	0.267038255	0	0	0.019184375	0	0	0	0	0
Maff	0	0	0	0	0	0.233138671	0	0	0	0	0	0.445809952	0	0	0
Mrpl38	0	0	0	0	0	0.424963155	1.210988073	0.415211248	0	0	0.201484696	0	0	0	0
Cers5	0	0	0	0	0	0.400186404	0	0	0	0	0	0	0	0.13279371	0
Klhl18	0	0	0	0	0	0.216164775	0	0.223898641	0	0	0	0	0	0	0
Pnpo	0	0	0	0	0	0.223976402	0.032811808	0	0	0	0	0	0	0	0.058649905
Grb2	0	0	0	0	0	1.628033376	1.866992497	0	0	0.60934291	0	0.552302959	1.830269025	0.37913492	0.866288643
Nop16	0	0	0	0	0	0.298455136	0	0	0	0	0	0	0	0.121062845	0
Elmo2	0	0	0	0	0	0.256010073	0	0	0	0.091161586	0	0.322136717	0	0.04007824	0
Zfand5	0	0	0	0	0	1.176874414	0	0	1.275034108	0.457506756	0	0.495769086	0.455859251	0.380975295	0.609345515
Prosc	0	0	0	0	0	0.315714063	0	0	0	0	0	0	0	0.083011059	0
E130012A19Rik	0	0	0	0	0	0.125839948	0	0	0	0	0	0	0	0	0
Cdyl	0	0	0	0	0	0.173911492	0	0	0	0	0	0	0	0	0
Eif4g3	0	0	0	0	0	0.596194227	0.146065427	0	0	0	0	0	0	0.162979971	0
Nup153	0	0	0	0	0	0.273601963	0	0	0	0	0	0	0	0.071430773	0
Sft2d2	0	0	0	0	0	0.328245202	0.357581245	0.445222281	0	0	0	0	0	0	0.13086518
Ccl22	0	0	0	0	0	0.555286737	12.97374116	0	0	0	0	0	0	0	0
Bcat2	0	0	0	0	0	0.290031146	0	0	0	0.141598836	0	0	0.093241217	0.125149422	0.109755494
Pla2g12a	0	0	0	0	0	0.057687688	0	0	0.064848918	0	0.582357868	0	0.074170464	0.328849295	0.081117334
Coro7	0	0	0	0	0	0.171454499	0.116341935	0	0	0.202065899	0.571069684	0.221819416	0	0.090931352	0.204176328
Spcs2	0	0	0	0	0	1.811869258	0.942841405	5.288310259	0	0	3.083684438	0	1.743948933	6.051198835	3.319847592
Tbkbp1	0	0	0	0	0	0.145384131	0	0	0	0	0	0	0	0	0
Mxi1	0	0	0	0	0	0.050716859	0.486402113	0.036898297	0	0.079634024	0.209260909	0.03112478	0	0.05572481	0.060871944
Cd80	0	0	0	0	0	0.171011067	1.363669885	0	0	0	0	0	0	0	0
Slc38a9	0	0	0	0	0	0.169680707	0	0	0	0	0	0	0	0	0
Orai3	0	0	0	0	0	0.391110357	0	0.979407253	0	0.169868692	0	0	0	0.071552067	0
Acadm	0	0	0	0	0	0.421693217	1.309197905	0	0	0.216240137	0	0.206727675	0	0.107846896	0
Acot8	0	0	0	0	0	0.300076855	0	0	0	0	0	0	0	0.064977084	0.109734356
Rnh1	0	0	0	0	0	2.295293084	0	0	3.263659882	0.883302752	1.231425757	1.284884273	0.957429668	0.532625316	0
6330416G13Rik	0	0	0	0	0	0.238231502	0.051897219	0	0	0.06385822	0.066567616	0.058100447	0.034154949	0.022230339	0.064647901
Lrrc42	0	0	0	0	0	0.121128	0	0	0	0	0	0	0	0	0
Relt	0	0	0	0	0	0.212996396	0.494645669	0	0	0	0	0	0	0	0
Tram1	0	0	0	0	0	0.706703317	0.412683676	3.505857478	0	0	1.291616235	0	0	1.664025951	0
Gm5424	0	0	0	0	0	0.229154743	0.296550676	0	0.264761389	0	0.208048938	0	0	0	0
Ndel1	0	0	0	0	0	0.682516609	0	0	0.963067371	0.279079987	0.26631377	0	0.235144575	0.142874711	0.337712747
Arhgap27os2	0	0	0	0	0	0.140584824	0	0.858886624	0	0	0	0	0	0	0
Csgalnact2	0	0	0	0	0	0.191119697	0	0	0	0	0	0	0	0	0
Parp1	0	0	0	0	0	0.597150884	0.160884375	0	0	0.294576267	0	0.254121561	0.781455576	0.249714398	0.29238228
Ttyh3	0	0	0	0	0	0.382347673	0.9233032	0.117165548	0	0.088592661	0.104379882	0.091161476	0.172503238	0.038194186	0
Pgk1	0	0	0	0	0	0.14879302	0.189212002	0.094345948	0	0	0.506307737	0.191718039	0.170694247	0.097033486	0
B4galt3	0	0	0	0	0	0.209162878	0	0	0	0.063005822	0	0	0	0	0
Tceanc2	0	0	0	0	0	0.312910379	0	0	0	0	0	0.141981347	0.141082277	0.045329861	0.093422732
Tnfrsf13b	0	0	0	0	0	0.578187326	0.143711698	3.048681368	0	0.196786805	0.959056499	0.057675953	1.15424197	0.934931738	0.191671304
Borcs6	0	0	0	0	0	0.267146948	0	0	0	0	0	0	0.111875123	0.058262798	0
Mta2	0	0	0	0	0	0.487578447	0	0.514707418	0	0	0.533735502	0.473732054	0	0	0
Irak4	0	0	0	0	0	0.31698379	0	0.133635585	0.304792522	0.157983805	0	0	0	0.038634104	0
Dr1	0	0	0	0	0	0.407787661	0	0	0.441336308	0	0	0	0.179267081	0.105671191	0.189758134
Rasa3	0	0	0	0	0	0.098759658	0.045739647	0.360342934	0.319733199	0	0.139202199	0	0.342483943	0	0
Ptrh2	0	0	0	0	0	0.355921004	0.165977168	0.408164942	0	0	0	0	0	0.151603747	0.377290951
Ankrd27	0	0	0	0	0	0.136946039	0.213002292	0	0	0	0	0	0	0	0
Etfa	0	0	0	0	0	0.686531719	0	0	0	0	0	0	0	0.300478537	0
Dopey1	0	0	0	0	0	0.18734793	0	0	0	0	0	0	0	0	0
Evl	0	0	0	0	0	0.83310959	0.123350668	0.39976514	0	0	0.22421234	2.272759997	0	0.11263299	0.230897188
Acyp1	0	0	0	0	0	0.081323187	0.007416755	0.301373501	0	0	0.276634407	0	0	0.101899787	0.357261551
Rcl1	0	0	0	0	0	0.225871666	0.289838541	0	0	0	0	0	0	0	0
Kdm3b	0	0	0	0	0	0.19376133	0.241246916	0	0	0	0	0	0	0	0
Ift57	0	0	0	0	0	0.214436816	0.526011757	0.245940625	0	0.075337244	0	0	0	0	0
Fam134a	0	0	0	0	0	0.176479582	0	0	0	0	0	0	0.162926554	0.117852155	0
Pik3r5	0	0	0	0	0	0.263690984	0.6556929	0.097757597	0	0	0.066779344	0	0.089986629	0.090898579	0.037021462
Xpc	0	0	0	0	0	0.135495693	0	0	0	0	0	0	0	0	0
Gclm	0	0	0	0	0	0.106622299	0	0	0	0	0	0.118312277	0.111886347	0.103345664	0
Pinx1	0	0	0	0	0	0.216504898	0.080054129	0	0	0	0	0	0	0.05474496	0
Synj1	0	0	0	0	0	0.597715789	1.202513116	0.271766543	0.690934033	0.162926762	0.201408702	0.203588675	0.160437875	0.078924154	0.253498268
Abcd1	0	0	0	0	0	0.294171503	0	0.288627344	0	0.090701786	0.118925906	0.129909201	0	0.069692353	0.103237647
Cep170	0	0	0	0	0	0.299016459	0.339884573	0	0	0.081339106	0	0.081693726	0	0.057592059	0
Pstk	0	0	0	0	0	0.082574105	0.073110599	0	0.075113852	0.223343093	0.220798448	0	0	0.033504947	0
Rexo2	0	0	0	0	0	0.836671714	0.359849186	3.076899441	0	0	0	0.827250467	0.865141986	4.790610181	2.221307865
Leng9	0	0	0	0	0	0.156750319	0	0	0	0	0	0	0	0	0
